ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,relicColor,sortGroupId,isSalable,isDeepRelic,colorIcon,unknown_2,sortId,padding,sortId_unk,attachEffectTableId_1,attachEffectTableId_2,attachEffectTableId_3,iconId,attachEffectTableId_curse1,attachEffectTableId_curse2,attachEffectTableId_curse3,endPadding,
122,,0,0,[0|0|0],2,255,1,0,0,0,0,[0|0],20022,200,100,-1,19118,-1,-1,-1,[0|0|0|0]
123,,0,0,[0|0|0],2,255,1,0,0,0,0,[0|0],20023,300,200,100,19122,-1,-1,-1,[0|0|0|0]
124,,0,0,[0|0|0],2,255,1,0,0,0,0,[0|0],20024,100,-1,-1,19126,-1,-1,-1,[0|0|0|0]
125,,0,0,[0|0|0],2,255,1,0,0,0,0,[0|0],20025,200,100,-1,19130,-1,-1,-1,[0|0|0|0]
126,,0,0,[0|0|0],2,255,1,0,0,0,0,[0|0],20026,300,200,100,19134,-1,-1,-1,[0|0|0|0]
127,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20027,100,-1,-1,19103,-1,-1,-1,[0|0|0|0]
128,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20028,200,100,-1,19107,-1,-1,-1,[0|0|0|0]
129,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20029,300,200,100,19111,-1,-1,-1,[0|0|0|0]
130,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20030,100,-1,-1,19115,-1,-1,-1,[0|0|0|0]
131,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20031,200,100,-1,19119,-1,-1,-1,[0|0|0|0]
132,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20032,300,200,100,19123,-1,-1,-1,[0|0|0|0]
133,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20033,100,-1,-1,19127,-1,-1,-1,[0|0|0|0]
134,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20034,200,100,-1,19131,-1,-1,-1,[0|0|0|0]
135,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20035,300,200,100,19135,-1,-1,-1,[0|0|0|0]
200,,0,0,[0|0|0],0,255,1,0,0,0,0,[0|0],20000,110,-1,-1,19100,-1,-1,-1,[0|0|0|0]
201,,0,0,[0|0|0],0,255,1,0,0,0,0,[0|0],20001,210,110,-1,19104,-1,-1,-1,[0|0|0|0]
202,,0,0,[0|0|0],0,255,1,0,0,0,0,[0|0],20002,310,210,110,19108,-1,-1,-1,[0|0|0|0]
203,,0,0,[0|0|0],0,255,1,0,0,0,0,[0|0],20003,110,-1,-1,19112,-1,-1,-1,[0|0|0|0]
204,,0,0,[0|0|0],0,255,1,0,0,0,0,[0|0],20004,210,110,-1,19116,-1,-1,-1,[0|0|0|0]
205,,0,0,[0|0|0],0,255,1,0,0,0,0,[0|0],20005,310,210,110,19120,-1,-1,-1,[0|0|0|0]
206,,0,0,[0|0|0],0,255,1,0,0,0,0,[0|0],20006,110,-1,-1,19124,-1,-1,-1,[0|0|0|0]
207,,0,0,[0|0|0],0,255,1,0,0,0,0,[0|0],20007,210,110,-1,19128,-1,-1,-1,[0|0|0|0]
208,,0,0,[0|0|0],0,255,1,0,0,0,0,[0|0],20008,310,210,110,19132,-1,-1,-1,[0|0|0|0]
209,,0,0,[0|0|0],1,255,1,0,0,0,0,[0|0],20009,110,-1,-1,19101,-1,-1,-1,[0|0|0|0]
210,,0,0,[0|0|0],1,255,1,0,0,0,0,[0|0],20010,210,110,-1,19105,-1,-1,-1,[0|0|0|0]
211,,0,0,[0|0|0],1,255,1,0,0,0,0,[0|0],20011,310,210,110,19109,-1,-1,-1,[0|0|0|0]
212,,0,0,[0|0|0],1,255,1,0,0,0,0,[0|0],20012,110,-1,-1,19113,-1,-1,-1,[0|0|0|0]
213,,0,0,[0|0|0],1,255,1,0,0,0,0,[0|0],20013,210,110,-1,19117,-1,-1,-1,[0|0|0|0]
214,,0,0,[0|0|0],1,255,1,0,0,0,0,[0|0],20014,310,210,110,19121,-1,-1,-1,[0|0|0|0]
215,,0,0,[0|0|0],1,255,1,0,0,0,0,[0|0],20015,110,-1,-1,19125,-1,-1,-1,[0|0|0|0]
216,,0,0,[0|0|0],1,255,1,0,0,0,0,[0|0],20016,210,110,-1,19129,-1,-1,-1,[0|0|0|0]
217,,0,0,[0|0|0],1,255,1,0,0,0,0,[0|0],20017,310,210,110,19133,-1,-1,-1,[0|0|0|0]
218,,0,0,[0|0|0],2,255,1,0,0,0,0,[0|0],20018,110,-1,-1,19102,-1,-1,-1,[0|0|0|0]
219,,0,0,[0|0|0],2,255,1,0,0,0,0,[0|0],20019,210,110,-1,19106,-1,-1,-1,[0|0|0|0]
220,,0,0,[0|0|0],2,255,1,0,0,0,0,[0|0],20020,310,210,110,19110,-1,-1,-1,[0|0|0|0]
221,,0,0,[0|0|0],2,255,1,0,0,0,0,[0|0],20021,110,-1,-1,19114,-1,-1,-1,[0|0|0|0]
222,,0,0,[0|0|0],2,255,1,0,0,0,0,[0|0],20022,210,110,-1,19118,-1,-1,-1,[0|0|0|0]
223,,0,0,[0|0|0],2,255,1,0,0,0,0,[0|0],20023,310,210,110,19122,-1,-1,-1,[0|0|0|0]
224,,0,0,[0|0|0],2,255,1,0,0,0,0,[0|0],20024,110,-1,-1,19126,-1,-1,-1,[0|0|0|0]
225,,0,0,[0|0|0],2,255,1,0,0,0,0,[0|0],20025,210,110,-1,19130,-1,-1,-1,[0|0|0|0]
226,,0,0,[0|0|0],2,255,1,0,0,0,0,[0|0],20026,310,210,110,19134,-1,-1,-1,[0|0|0|0]
227,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20027,110,-1,-1,19103,-1,-1,-1,[0|0|0|0]
228,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20028,210,110,-1,19107,-1,-1,-1,[0|0|0|0]
229,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20029,310,210,110,19111,-1,-1,-1,[0|0|0|0]
230,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20030,110,-1,-1,19115,-1,-1,-1,[0|0|0|0]
231,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20031,210,110,-1,19119,-1,-1,-1,[0|0|0|0]
232,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20032,310,210,110,19123,-1,-1,-1,[0|0|0|0]
233,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20033,110,-1,-1,19127,-1,-1,-1,[0|0|0|0]
234,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20034,210,110,-1,19131,-1,-1,-1,[0|0|0|0]
235,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20035,310,210,110,19135,-1,-1,-1,[0|0|0|0]
1000,,0,0,[0|0|0],0,255,0,0,0,0,1800,[0|0],20000,707121100,-1,-1,19100,-1,-1,-1,[0|0|0|0]
1010,,0,0,[0|0|0],1,255,0,0,0,0,1810,[0|0],20012,707120000,-1,-1,19113,-1,-1,-1,[0|0|0|0]
1020,,0,0,[0|0|0],2,255,0,0,0,0,1820,[0|0],20018,707122400,-1,-1,19102,-1,-1,-1,[0|0|0|0]
1030,,0,0,[0|0|0],3,255,0,0,0,0,1830,[0|0],20033,707123300,-1,-1,19127,-1,-1,-1,[0|0|0|0]
1040,,0,0,[0|0|0],0,255,0,0,0,0,1840,[0|0],20001,707040300,707040400,-1,19104,-1,-1,-1,[0|0|0|0]
1050,,0,0,[0|0|0],2,255,0,0,0,0,1850,[0|0],20021,707040200,-1,-1,19114,-1,-1,-1,[0|0|0|0]
1060,,0,0,[0|0|0],3,255,0,0,0,0,1600,[0|0],20034,707030900,707000202,-1,19131,-1,-1,-1,[0|0|0|0]
1070,,0,0,[0|0|0],1,255,0,0,0,0,1610,[0|0],20013,707030700,707000002,-1,19117,-1,-1,-1,[0|0|0|0]
1080,,0,0,[0|0|0],0,255,0,0,0,0,1620,[0|0],20004,707002600,707000901,-1,19116,-1,-1,-1,[0|0|0|0]
1090,,0,0,[0|0|0],3,255,0,0,0,0,1630,[0|0],20028,707002700,707000801,-1,19107,-1,-1,-1,[0|0|0|0]
1100,,0,0,[0|0|0],3,255,0,0,0,0,1640,[0|0],20031,707002800,707000801,-1,19119,-1,-1,-1,[0|0|0|0]
1110,,0,0,[0|0|0],0,255,0,0,0,0,1650,[0|0],20007,707002900,707000901,-1,19128,-1,-1,-1,[0|0|0|0]
1120,,0,0,[0|0|0],0,255,0,0,0,0,1400,[0|0],20001,707121000,707040500,-1,19104,-1,-1,-1,[0|0|0|0]
1130,,0,0,[0|0|0],3,255,0,0,0,0,1410,[0|0],20031,707010200,707090100,-1,19119,-1,-1,-1,[0|0|0|0]
1140,,0,0,[0|0|0],2,255,0,0,0,0,1420,[0|0],20019,707003000,707003400,-1,19106,-1,-1,-1,[0|0|0|0]
1150,,0,0,[0|0|0],2,255,0,0,0,0,1430,[0|0],20022,707003100,707003500,-1,19118,-1,-1,-1,[0|0|0|0]
1160,,0,0,[0|0|0],1,255,0,0,0,0,1440,[0|0],20010,707003200,707003600,-1,19105,-1,-1,-1,[0|0|0|0]
1170,,0,0,[0|0|0],1,255,0,0,0,0,1450,[0|0],20013,707003300,707000102,-1,19117,-1,-1,-1,[0|0|0|0]
1180,,0,0,[0|0|0],0,255,0,0,0,0,1200,[0|0],20002,707010500,707000301,707000401,19108,-1,-1,-1,[0|0|0|0]
1190,,0,0,[0|0|0],1,255,0,0,0,0,1210,[0|0],20014,707033400,707000001,707000201,19121,-1,-1,-1,[0|0|0|0]
1200,,0,0,[0|0|0],3,255,0,0,0,0,1220,[0|0],20032,707290000,707000401,707000501,19123,-1,-1,-1,[0|0|0|0]
1210,,0,0,[0|0|0],2,255,0,0,0,0,1230,[0|0],20026,707032900,707000101,707000501,19134,-1,-1,-1,[0|0|0|0]
1220,,0,0,[0|0|0],2,255,0,0,0,0,1240,[0|0],20020,707280000,707000201,707000401,19110,-1,-1,-1,[0|0|0|0]
1230,,0,0,[0|0|0],1,255,0,0,0,0,1250,[0|0],20017,707030000,707000001,707000301,19133,-1,-1,-1,[0|0|0|0]
1240,,0,0,[0|0|0],1,255,0,0,0,0,1260,[0|0],20014,707011200,707000601,707000701,19121,-1,-1,-1,[0|0|0|0]
1250,,0,0,[0|0|0],0,255,0,0,0,0,1270,[0|0],20002,707011700,707000401,707000701,19108,-1,-1,-1,[0|0|0|0]
1260,,0,0,[0|0|0],0,255,0,0,0,0,1000,[0|0],20005,707110000,707120900,707230000,19120,-1,-1,-1,[0|0|0|0]
1270,,0,0,[0|0|0],3,255,0,0,0,0,1010,[0|0],20035,707005600,707000001,707001001,19135,-1,-1,-1,[0|0|0|0]
1300,,0,0,[0|0|0],0,255,0,0,0,0,0,[0|0],20008,707036200,707000501,707000701,19132,-1,-1,-1,[0|0|0|0]
1310,,0,0,[0|0|0],3,255,0,0,0,0,0,[0|0],20029,707036900,707000301,707000601,19111,-1,-1,-1,[0|0|0|0]
1400,,0,0,[0|0|0],1,255,0,0,0,0,2000,[0|0],20014,707010500,707122900,707001602,19121,-1,-1,-1,[0|0|0|0]
1410,,0,0,[0|0|0],0,255,0,0,0,0,2010,[0|0],20002,707033400,707030600,707000202,19108,-1,-1,-1,[0|0|0|0]
1420,,0,0,[0|0|0],3,255,0,0,0,0,2020,[0|0],20032,707031800,707040200,707000801,19123,-1,-1,-1,[0|0|0|0]
1430,,0,0,[0|0|0],3,255,0,0,0,0,2030,[0|0],20032,707082500,707060100,707001500,19123,-1,-1,-1,[0|0|0|0]
1440,,0,0,[0|0|0],0,255,0,0,0,0,2040,[0|0],20002,707034600,707260000,707000902,19108,-1,-1,-1,[0|0|0|0]
1450,,0,0,[0|0|0],2,255,0,0,0,0,2050,[0|0],20026,707310000,707332300,707000202,19134,-1,-1,-1,[0|0|0|0]
1460,,0,0,[0|0|0],1,255,0,0,0,0,2060,[0|0],20014,707031200,707050100,707126000,19121,-1,-1,-1,[0|0|0|0]
1470,,0,0,[0|0|0],2,255,0,0,0,0,2070,[0|0],20026,707034400,707036100,707030600,19134,-1,-1,-1,[0|0|0|0]
1480,,0,0,[0|0|0],0,255,0,0,0,0,2080,[0|0],20002,707012200,707012300,707000002,19108,-1,-1,-1,[0|0|0|0]
1490,,0,0,[0|0|0],3,255,0,0,0,0,2090,[0|0],20032,707006001,707040000,707001002,19123,-1,-1,-1,[0|0|0|0]
1500,,0,0,[0|0|0],0,255,0,0,0,0,2100,[0|0],20002,707006101,707100100,707000202,19108,-1,-1,-1,[0|0|0|0]
1510,,0,0,[0|0|0],2,255,0,0,0,0,2110,[0|0],20026,707060000,707120900,707070000,19134,-1,-1,-1,[0|0|0|0]
1520,,0,0,[0|0|0],1,255,0,0,0,0,2120,[0|0],20014,707126000,707126001,707126002,19121,-1,-1,-1,[0|0|0|0]
1600,,0,0,[0|0|0],2,255,0,0,0,0,0,[0|0],20023,707036500,707121000,707121001,19122,-1,-1,-1,[0|0|0|0]
1610,,0,0,[0|0|0],1,255,0,0,0,0,0,[0|0],20011,707037300,707005600,707090000,19109,-1,-1,-1,[0|0|0|0]
1620,,0,0,[0|0|0],3,255,0,0,0,0,0,[0|0],20035,6642000,707000402,707000702,19135,-1,-1,-1,[0|0|0|0]
1630,,0,0,[0|0|0],2,255,0,0,0,0,0,[0|0],20023,6641100,707000102,707000602,19122,-1,-1,-1,[0|0|0|0]
1640,,0,0,[0|0|0],3,255,0,0,0,0,0,[0|0],20029,6644100,707000002,707000702,19111,-1,-1,-1,[0|0|0|0]
1650,,0,0,[0|0|0],0,255,0,0,0,0,0,[0|0],20008,6640000,707000002,707000102,19132,-1,-1,-1,[0|0|0|0]
1660,,0,0,[0|0|0],0,255,0,0,0,0,0,[0|0],20005,6641000,707000302,707000402,19120,-1,-1,-1,[0|0|0|0]
1670,,0,0,[0|0|0],2,255,0,0,0,0,0,[0|0],20026,6642100,707000002,707000302,19134,-1,-1,-1,[0|0|0|0]
1680,,0,0,[0|0|0],1,255,0,0,0,0,0,[0|0],20017,6640100,707000502,707000602,19133,-1,-1,-1,[0|0|0|0]
1690,,0,0,[0|0|0],3,255,0,0,0,0,0,[0|0],20035,6646100,707000502,707000602,19135,-1,-1,-1,[0|0|0|0]
1700,,0,0,[0|0|0],1,255,0,0,0,0,0,[0|0],20011,6643100,707000102,707000602,19109,-1,-1,-1,[0|0|0|0]
1710,,0,0,[0|0|0],0,255,0,0,0,0,0,[0|0],20008,6643000,707000002,707000302,19132,-1,-1,-1,[0|0|0|0]
1720,,0,0,[0|0|0],0,255,0,0,0,0,0,[0|0],20005,707121000,707050100,707030200,19120,-1,-1,-1,[0|0|0|0]
1730,,0,0,[0|0|0],1,255,0,0,0,0,0,[0|0],20017,6060300,707060100,6060500,19133,-1,-1,-1,[0|0|0|0]
1740,,0,0,[0|0|0],2,255,0,0,0,0,0,[0|0],20020,707000902,707030800,707090000,19110,-1,-1,-1,[0|0|0|0]
1750,,0,0,[0|0|0],3,255,0,0,0,0,0,[0|0],20035,707240000,707032200,707001409,19135,-1,-1,-1,[0|0|0|0]
1800,,0,0,[0|0|0],2,255,0,0,0,0,0,[0|0],20020,6645100,707000302,707000602,19110,-1,-1,-1,[0|0|0|0]
1820,,0,0,[0|0|0],1,255,0,0,0,0,0,[0|0],20014,6645000,707000002,707000202,19121,-1,-1,-1,[0|0|0|0]
1830,,0,0,[0|0|0],1,255,0,0,0,0,0,[0|0],20017,6646000,707000002,707000202,19133,-1,-1,-1,[0|0|0|0]
1850,,0,0,[0|0|0],0,255,0,0,0,0,0,[0|0],20005,6644000,707000102,707000502,19120,-1,-1,-1,[0|0|0|0]
1860,,0,0,[0|0|0],0,255,0,0,0,0,0,[0|0],20008,6647000,707000002,707000202,19132,-1,-1,-1,[0|0|0|0]
1870,,0,0,[0|0|0],1,255,0,0,0,0,0,[0|0],20011,6647400,707000002,707000402,19109,-1,-1,-1,[0|0|0|0]
1880,,0,0,[0|0|0],3,255,0,0,0,0,0,[0|0],20029,6647500,707000102,707000602,19111,-1,-1,-1,[0|0|0|0]
1890,,0,0,[0|0|0],2,255,0,0,0,0,0,[0|0],20020,6647100,707000402,707000702,19110,-1,-1,-1,[0|0|0|0]
1900,,0,0,[0|0|0],0,255,0,0,0,0,0,[0|0],20002,6647200,707000002,707000102,19108,-1,-1,-1,[0|0|0|0]
1920,,0,0,[0|0|0],2,255,0,0,0,0,0,[0|0],20026,6647300,707000202,707000402,19134,-1,-1,-1,[0|0|0|0]
2000,,0,0,[0|0|0],3,255,0,0,1,0,0,[0|0],2000,707100110,707120100,-1,19140,-1,-1,-1,[0|0|0|0]
2001,,0,0,[0|0|0],2,255,0,0,1,0,0,[0|0],2000,707100110,100000,707001602,19140,-1,-1,-1,[0|0|0|0]
2010,,0,0,[0|0|0],1,255,0,0,1,0,0,[0|0],2010,707040201,707030800,707035100,19141,-1,-1,-1,[0|0|0|0]
2011,,0,0,[0|0|0],0,255,0,0,1,0,0,[0|0],2010,707040201,707040200,707031900,19141,-1,-1,-1,[0|0|0|0]
2020,,0,0,[0|0|0],2,255,0,0,1,0,0,[0|0],2020,707000190,707120500,707260800,19142,-1,-1,-1,[0|0|0|0]
2021,,0,0,[0|0|0],3,255,0,0,1,0,0,[0|0],2020,707000190,707060100,707036000,19142,-1,-1,-1,[0|0|0|0]
2030,,0,0,[0|0|0],0,255,0,0,1,0,0,[0|0],2030,707000090,707010200,707050100,19143,-1,-1,-1,[0|0|0|0]
2031,,0,0,[0|0|0],1,255,0,0,1,0,0,[0|0],2030,707000090,707012200,707001100,19143,-1,-1,-1,[0|0|0|0]
2040,,0,0,[0|0|0],0,255,0,0,1,0,0,[0|0],2040,707230001,707035400,707035500,19144,-1,-1,-1,[0|0|0|0]
2041,,0,0,[0|0|0],1,255,0,0,1,0,0,[0|0],2040,707032200,707035410,707035510,19144,-1,-1,-1,[0|0|0|0]
2050,,0,0,[0|0|0],3,255,0,0,1,0,0,[0|0],2050,707000290,707150000,707160000,19145,-1,-1,-1,[0|0|0|0]
2051,,0,0,[0|0|0],2,255,0,0,1,0,0,[0|0],2050,707000290,707035800,707090000,19145,-1,-1,-1,[0|0|0|0]
2060,,0,0,[0|0|0],2,255,0,0,1,0,0,[0|0],2060,707260700,707123900,707260400,19146,-1,-1,-1,[0|0|0|0]
2061,,0,0,[0|0|0],3,255,0,0,1,0,0,[0|0],2060,707260700,707120400,707006200,19146,-1,-1,-1,[0|0|0|0]
2070,,0,0,[0|0|0],1,255,0,0,1,0,0,[0|0],2070,707006600,707006700,707006500,19148,-1,-1,-1,[0|0|0|0]
2071,,0,0,[0|0|0],0,255,0,0,1,0,0,[0|0],2070,707006600,707006700,707037800,19148,-1,-1,-1,[0|0|0|0]
2080,,0,0,[0|0|0],0,255,0,0,1,0,0,[0|0],2080,707170100,707260900,707037700,19149,-1,-1,-1,[0|0|0|0]
2100,,0,0,[0|0|0],1,255,0,0,1,0,0,[0|0],2100,707035700,707035800,707035900,19147,-1,-1,-1,[0|0|0|0]
10000,,0,0,[0|0|0],3,10,0,0,1,0,10110,[0|0],10000,10000,707000402,-1,19150,-1,-1,-1,[0|0|0|0]
10001,,0,0,[0|0|0],1,10,0,0,1,0,10120,[0|0],10001,10001,707000602,-1,19151,-1,-1,-1,[0|0|0|0]
10002,,0,0,[0|0|0],1,10,0,0,1,0,10100,[0|0],10002,10002,707040400,707000000,19177,-1,-1,-1,[0|0|0|0]
11000,,0,0,[0|0|0],0,10,0,0,1,0,10140,[0|0],11000,707020000,707001400,-1,19153,-1,-1,-1,[0|0|0|0]
11001,,0,0,[0|0|0],0,10,0,0,1,0,10151,[0|0],11001,707010500,11000,707100100,19152,-1,-1,-1,[0|0|0|0]
11002,,0,0,[0|0|0],0,10,0,0,1,0,10150,[0|0],11002,11002,707000902,707000702,19154,-1,-1,-1,[0|0|0|0]
11003,,0,0,[0|0|0],0,255,1,0,0,0,0,[0|0],20000,707000000,-1,-1,19100,-1,-1,-1,[0|0|0|0]
11004,,0,0,[0|0|0],0,255,1,0,0,0,0,[0|0],20000,707000400,-1,-1,19100,-1,-1,-1,[0|0|0|0]
12000,,0,0,[0|0|0],0,10,0,0,1,0,10171,[0|0],12000,707011600,707341800,-1,21864,-1,-1,-1,[0|0|0|0]
12001,,0,0,[0|0|0],0,10,0,0,1,0,10170,[0|0],12001,707011000,707000802,-1,19171,-1,-1,-1,[0|0|0|0]
12002,,0,0,[0|0|0],1,10,0,0,1,0,10180,[0|0],12002,12002,707033400,707000002,19172,-1,-1,-1,[0|0|0|0]
12003,,0,0,[0|0|0],1,10,0,0,1,0,10190,[0|0],12003,12002,707033400,707000002,19173,-1,-1,-1,[0|0|0|0]
12004,,0,0,[0|0|0],2,255,1,0,0,0,0,[0|0],20018,707000200,-1,-1,19102,-1,-1,-1,[0|0|0|0]
12005,,0,0,[0|0|0],1,255,1,0,0,0,0,[0|0],20009,707000300,-1,-1,19101,-1,-1,-1,[0|0|0|0]
12006,,0,0,[0|0|0],1,255,1,0,0,0,0,[0|0],20009,707000500,-1,-1,19101,-1,-1,-1,[0|0|0|0]
12007,,0,0,[0|0|0],3,255,1,0,0,0,0,[0|0],20027,707000700,-1,-1,19103,-1,-1,-1,[0|0|0|0]
13001,,0,0,[0|0|0],2,10,0,0,1,0,10210,[0|0],13001,707280000,707031900,-1,19168,-1,-1,-1,[0|0|0|0]
13002,,0,0,[0|0|0],2,10,0,0,1,0,10220,[0|0],13002,707034700,707120300,707332400,19169,-1,-1,-1,[0|0|0|0]
14000,,0,0,[0|0|0],2,10,0,0,1,0,10230,[0|0],14000,707290000,707035800,-1,19155,-1,-1,-1,[0|0|0|0]
14001,,0,0,[0|0|0],3,10,0,0,1,0,10240,[0|0],14001,707010700,707330000,-1,19156,-1,-1,-1,[0|0|0|0]
14002,,0,0,[0|0|0],3,10,0,0,1,0,10250,[0|0],14002,707032700,707001100,707000002,19157,-1,-1,-1,[0|0|0|0]
15000,,0,0,[0|0|0],1,10,0,0,1,0,10260,[0|0],15000,707031300,707000302,-1,19158,-1,-1,-1,[0|0|0|0]
15002,,0,0,[0|0|0],2,10,0,0,1,0,10280,[0|0],15002,707090300,707090000,707001002,19160,-1,-1,-1,[0|0|0|0]
16001,,0,0,[0|0|0],1,10,0,0,1,0,10300,[0|0],16001,707220000,707110000,-1,19175,-1,-1,-1,[0|0|0|0]
16002,,0,0,[0|0|0],1,10,0,0,1,0,10310,[0|0],16002,707011200,16002,707090000,19176,-1,-1,-1,[0|0|0|0]
17001,,0,0,[0|0|0],3,10,0,0,1,0,10330,[0|0],17001,707032800,707001502,-1,19165,-1,-1,-1,[0|0|0|0]
17002,,0,0,[0|0|0],3,10,0,0,1,0,10340,[0|0],17002,707034100,17002,707000502,19166,-1,-1,-1,[0|0|0|0]
18000,,0,0,[0|0|0],3,10,0,0,1,0,10350,[0|0],18000,707034500,707000402,-1,19161,-1,-1,-1,[0|0|0|0]
18002,,0,0,[0|0|0],0,10,0,0,1,0,10370,[0|0],18002,707011700,707012200,707036100,19163,-1,-1,-1,[0|0|0|0]
19000,,0,0,[0|0|0],0,10,0,0,1,0,10900,[0|0],19000,707036400,707090000,707006300,19182,-1,-1,-1,[0|0|0|0]
